movie_id,title,genres,release_date,poster_link
496450,"Miraculous: Ladybug & Cat Noir, The Movie",Animation|Fantasy|Action|Romance|Family,2023-07-05,https://image.tmdb.org/t/p/original/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg
335984,Blade Runner 2049,Science Fiction|Drama,2017-10-04,https://image.tmdb.org/t/p/original/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg
370464,The Masked Saint,Crime|Action,2016-01-08,https://image.tmdb.org/t/p/original/zlT1Tc9hA1Ntye5hr7Gxos9U6U9.jpg
1151534,Nowhere,Thriller|Drama,2023-09-29,https://image.tmdb.org/t/p/original/cVxIX8JJJB179zh7wcUt0A6TpQQ.jpg
1209770,Bedspacer,Thriller|Drama,2024-01-05,https://image.tmdb.org/t/p/original/5LJ9V0KBPwdV0uflsddMrX4Ll3v.jpg
278,The Shawshank Redemption,Drama|Crime,1994-09-23,https://image.tmdb.org/t/p/original/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg
252,Willy Wonka & the Chocolate Factory,Family|Fantasy|Comedy,1971-06-29,https://image.tmdb.org/t/p/original/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg
744275,After We Fell,Romance|Drama,2021-09-01,https://image.tmdb.org/t/p/original/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg
870098,Tre di troppo,Comedy|Romance,2023-01-01,https://image.tmdb.org/t/p/original/kUdehyzniVTCupwxOt5zxHJWsec.jpg
24428,The Avengers,Science Fiction|Action|Adventure,2012-04-25,https://image.tmdb.org/t/p/original/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
816707,Alimañas,Comedy,2023-10-27,https://image.tmdb.org/t/p/original/aGQ9AAytrwR30dqSS0rgfcbzoEC.jpg
574089,Loop,Animation|Family,2019-01-10,https://image.tmdb.org/t/p/original/pUA0cnrZnm8IRx1NMcr9FiOsAI7.jpg
505642,Black Panther: Wakanda Forever,Action|Adventure|Science Fiction,2022-11-09,https://image.tmdb.org/t/p/original/sv1xJUazXeYqALzczSZ3O6nkH75.jpg
832074,Tourist,Action,2021-05-19,https://image.tmdb.org/t/p/original/5kB3jFJXFfwRFdPe341t7Pe55wT.jpg
479753,Shockwave: Countdown to Disaster,Action|Science Fiction|Adventure|Thriller,2017-09-02,https://image.tmdb.org/t/p/original/sBD608VF4TcFHmP7SuC0OcvZQ0b.jpg
337167,Fifty Shades Freed,Drama|Romance,2018-01-17,https://image.tmdb.org/t/p/original/9ZedQHPQVveaIYmDSTazhT3y273.jpg
797271,Counterattack,Action|Mystery|Thriller,2021-02-15,https://image.tmdb.org/t/p/original/ayoqy3twWdKvUvbolbfoJToxUfl.jpg
285,Pirates of the Caribbean: At World's End,Adventure|Fantasy|Action,2007-05-19,https://image.tmdb.org/t/p/original/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg
299534,Avengers: Endgame,Adventure|Science Fiction|Action,2019-04-24,https://image.tmdb.org/t/p/original/or06FN3Dka5tukK1e9sl16pB3iy.jpg
293660,Deadpool,Action|Adventure|Comedy,2016-02-09,https://image.tmdb.org/t/p/original/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg
1232289,Society of the Snow: Who Were We on the Mountain?,Documentary,2024-01-23,https://image.tmdb.org/t/p/original/6TGDsFSSi0dvpcwZsjUj6LxtPY2.jpg
840430,The Holdovers,Comedy|Drama,2023-10-27,https://image.tmdb.org/t/p/original/VHSzNBTwxV8vh7wylo7O9CLdac.jpg
